id,name,artist,playlist_id,danceability,energy,valence,tempo
0rFpcfF0YfvFUYsl99Bw9d,Soundtrack 2 My Life,Kid Cudi,3Nud9wWV0NgJaIhxKgA5Yd,,,,
5XFoaqV1Z8XaLJidchVWhh,love.,Kid Cudi,3Nud9wWV0NgJaIhxKgA5Yd,,,,
20bJBbPapGQ4bqs0YcA9xY,Just What I Am,Kid Cudi,3Nud9wWV0NgJaIhxKgA5Yd,,,,
2JvzF1RMd7lE3KmFlsyZD8,MIDDLE CHILD,J. Cole,3Nud9wWV0NgJaIhxKgA5Yd,,,,
7ycWLEP1GsNjVvcjawXz3z,Praise The Lord (Da Shine) (feat. Skepta),A$AP Rocky,3Nud9wWV0NgJaIhxKgA5Yd,,,,
6XyxCBp6x3jvtxXvMN5sAA,1539 N. Calvert,JPEGMAFIA,3Nud9wWV0NgJaIhxKgA5Yd,,,,
2g6tReTlM2Akp41g0HaeXN,Die Hard,Kendrick Lamar,3Nud9wWV0NgJaIhxKgA5Yd,,,,
0JuSGEldfovcc8IS9va1wa,Believe What I Say,Kanye West,3Nud9wWV0NgJaIhxKgA5Yd,,,,
7a4hhCV3GlgA7a8wwJBy5B,These Walls,Kendrick Lamar,3Nud9wWV0NgJaIhxKgA5Yd,,,,
6scpNkWEmUxmKY7nYjVLsX,Apple Pie,Travis Scott,3Nud9wWV0NgJaIhxKgA5Yd,,,,
5SWnsxjhdcEDc7LJjq9UHk,Runnin,21 Savage,3Nud9wWV0NgJaIhxKgA5Yd,,,,
5hVghJ4KaYES3BFUATCYn0,EARFQUAKE,"Tyler, The Creator",3Nud9wWV0NgJaIhxKgA5Yd,,,,
7vgTNTaEz3CsBZ1N4YQalM,Ghost Town,Kanye West,3Nud9wWV0NgJaIhxKgA5Yd,,,,
7rElK9aQ3IKPuqjjThwnLm,GHOST!,Kid Cudi,3Nud9wWV0NgJaIhxKgA5Yd,,,,
0N9C80kcgL0xXGduKnYKWi,Love Lost,Mac Miller,3Nud9wWV0NgJaIhxKgA5Yd,,,,
6pcywuOeGGWeOQzdUyti6k,Glock In My Lap,21 Savage,3Nud9wWV0NgJaIhxKgA5Yd,,,,
4KjnaUNYPwGnJjoeTFlt91,Now Or Never - Bonus Track,Kendrick Lamar,3Nud9wWV0NgJaIhxKgA5Yd,,,,
3ODXRUPL44f04cCacwiCLC,i,Kendrick Lamar,3Nud9wWV0NgJaIhxKgA5Yd,,,,
3iVcZ5G6tvkXZkZKlMpIUs,Alright,Kendrick Lamar,3Nud9wWV0NgJaIhxKgA5Yd,,,,
6AdLUPGOVpHT4LAiWYktH0,County Building Blues,Kendrick Lamar,3Nud9wWV0NgJaIhxKgA5Yd,,,,
39NDBdU5Xkm5pCFGa5kZtI,Ladders,Mac Miller,3Nud9wWV0NgJaIhxKgA5Yd,,,,
1AqemxWsT0iGg5Lvkm16Bt,Fukk Sleep (feat. FKA twigs),A$AP Rocky,3Nud9wWV0NgJaIhxKgA5Yd,,,,
4IO2X2YoXoUMv0M2rwomLC,Long Time - Intro,Playboi Carti,3Nud9wWV0NgJaIhxKgA5Yd,,,,
68Dni7IE4VyPkTOH9mRWHr,No Role Modelz,J. Cole,3Nud9wWV0NgJaIhxKgA5Yd,,,,
0mCVNGC4Vvb6gDDQrDpaRh,Les,Childish Gambino,3Nud9wWV0NgJaIhxKgA5Yd,,,,
3dl8bSF08LQfCf4T6CCksf,On That Time,Playboi Carti,3Nud9wWV0NgJaIhxKgA5Yd,,,,
7J8V76XTLhJXAm8hwCQKXG,REBOUND!,JPEGMAFIA,3Nud9wWV0NgJaIhxKgA5Yd,,,,
6Kd4iGylMjrpr1xVbuYKVw,the 27 club,JPEGMAFIA,3Nud9wWV0NgJaIhxKgA5Yd,,,,
0O0q3mDpIZH1BJXBEH5ad8,THOT'S PRAYER!,JPEGMAFIA,3Nud9wWV0NgJaIhxKgA5Yd,,,,
7rbalRuIx7sIXFHYTphE0n,Die4Guy,Playboi Carti,3Nud9wWV0NgJaIhxKgA5Yd,,,,
15JRvf02KKGHKgC31jrpuh,Meh,Playboi Carti,3Nud9wWV0NgJaIhxKgA5Yd,,,,
0oO1AbL92F6329z13C2qQH,Talk,Yeat,3Nud9wWV0NgJaIhxKgA5Yd,,,,
0F13K9dwYH2zpTWiR8d628,Go2DaMoon (feat. Kanye West),Playboi Carti,3Nud9wWV0NgJaIhxKgA5Yd,,,,
6LyAwkJsHlW7RQ8S1cYAtM,Overdue (with Travis Scott),Metro Boomin,3Nud9wWV0NgJaIhxKgA5Yd,,,,
2Ch7LmS7r2Gy2kc64wv3Bz,Die For You,The Weeknd,3Nud9wWV0NgJaIhxKgA5Yd,,,,
58k32my5lKofeZRtIvBDg9,HONEST,Baby Keem,3Nud9wWV0NgJaIhxKgA5Yd,,,,
6GnhWMhgJb7uyiiPEiEkDA,Weekend (feat. Miguel),Mac Miller,3Nud9wWV0NgJaIhxKgA5Yd,,,,
6ABAUBmOyfPtAUU0IpEKJf,The Question,Mac Miller,3Nud9wWV0NgJaIhxKgA5Yd,,,,
1W4qc7UnAuRmT93W8Ad1t1,World Domination,Joey Bada$$,3Nud9wWV0NgJaIhxKgA5Yd,,,,
5yRRYOadrcE3sb2azGFqyu,Cancun Sega Edition,ScrewStache,3Nud9wWV0NgJaIhxKgA5Yd,,,,
46lIt6GmL0VkkbuUyGDbCs,Got Money,Lil Wayne,3Nud9wWV0NgJaIhxKgA5Yd,,,,
50mX6QmpQX4cCsRYJ9fGM3,On Fire,Lil Wayne,3Nud9wWV0NgJaIhxKgA5Yd,,,,
0NTMdiBP1zniyBP96iNFsc,All This,Mac Miller,3Nud9wWV0NgJaIhxKgA5Yd,,,,
4AFsRbaLKRWo3dDtjDFA2V,Me and Your Mama,Childish Gambino,3Nud9wWV0NgJaIhxKgA5Yd,,,,
0WtDGnWL2KrMCk0mI1Gpwz,Redbone,Childish Gambino,3Nud9wWV0NgJaIhxKgA5Yd,,,,
